entropy,uncompressed_size,uncompressed_height,uncompressed_width,mean_intensity_value,jpg_compressed_image_size,jpg_compression_ratio,npz_compressed_image_size,npz_compression_ratio,file_name
7.477998642831687,561375,375,499,83,15851,35.4157466405905,1469,382.14771953710004,sorted-9733
7.245970665669519,561375,375,499,91,15329,36.621762672059496,1472,381.3688858695652,sorted-3578
7.232345001195327,443112,296,499,84,13134,33.73777980813157,1357,326.5379513633014,sorted-11981
7.232731251460617,78501,191,137,72,3360,23.363392857142856,992,79.13407258064517,sorted-4571
7.592862059013583,642213,429,499,163,17764,36.152499437063724,1546,415.4029754204399,sorted-9055
7.060898800471929,408270,439,310,67,10418,39.188903820311,1322,308.82753403933435,sorted-9041
7.631599880698656,387450,450,287,134,10709,36.17984872537118,1306,296.66921898928024,sorted-2114
7.36390376141282,270126,349,258,114,8344,32.373681687440076,1141,236.7449605609115,sorted-2672
7.821322480849702,358800,299,400,122,10814,33.179212132420936,1273,281.85388845247445,sorted-8439
7.494023084734341,511974,342,499,147,14248,35.933043234138125,1401,365.4346895074946,sorted-11003
7.913230370443171,501495,335,499,125,14394,34.8405585660692,1409,355.9226401703336,sorted-8411
7.73722480180224,681000,500,454,122,17836,38.18120654855349,1570,433.7579617834395,sorted-9069
7.875912626945607,207360,270,256,120,6857,30.240630013125273,1131,183.342175066313,sorted-5647
7.3033985494151965,603291,499,403,66,15869,38.01695128867603,1509,399.79522862823063,sorted-4559
7.838420306645012,452304,349,432,121,13104,34.51648351648352,1364,331.6011730205279,sorted-1421
7.582556790626474,499998,334,499,111,14938,33.47154906948722,1406,355.61735419630156,sorted-8405
7.568279854609486,544908,499,364,167,14444,37.72556078648574,1433,380.25680390788557,sorted-10309
7.245204736396768,561375,375,499,87,15612,35.95791698693313,1432,392.0216480446927,sorted-7905
7.314927167291562,735027,491,499,141,19411,37.86651898408119,1640,448.1871951219512,sorted-5874
7.399791454056044,199056,208,319,91,6690,29.7542600896861,1124,177.09608540925268,sorted-11956
7.893110032523895,578160,438,440,138,15561,37.154424522845574,1484,389.5956873315364,sorted-7911
7.677956041893496,423756,316,447,142,12571,33.709012807254794,1337,316.94540014958864,sorted-1390
7.748884140667322,287937,321,299,109,8585,33.53954571927781,1198,240.34808013355592,sorted-3587
7.478568380712868,585327,499,391,98,15412,37.978652997664156,1489,393.10073875083947,sorted-6399
7.039759255570029,561375,375,499,126,15172,37.00072501977326,1422,394.77848101265823,sorted-5684
7.536793501879105,105600,200,176,157,3994,26.43965948923385,1022,103.32681017612525,sorted-88
7.112231257794721,651000,434,500,59,17677,36.82751598121853,1554,418.9189189189189,sorted-9257
7.4501913331014045,374826,349,358,103,11077,33.83822334567121,1297,288.9946029298381,sorted-2302
7.675028090281727,561000,374,500,105,16095,34.85554520037279,1467,382.41308793456034,sorted-4015
7.361798123131456,229680,240,319,85,7324,31.3599126160568,1149,199.89556135770235,sorted-1179
7.78211142757362,561375,375,499,131,15218,36.88888158759364,1468,382.40803814713894,sorted-10137
7.449568787581133,657000,438,500,120,17756,37.00157693174138,1555,422.508038585209,sorted-4767
7.441176436048644,661500,500,441,147,16973,38.97366405467507,1567,422.1442246330568,sorted-5479
7.612025393017554,445284,399,372,106,12363,36.01747148750303,1360,327.41470588235296,sorted-11567
7.741788887618677,561000,374,500,146,15211,36.88120439155874,1471,381.3732154996601,sorted-5451
7.287510850333682,607782,406,499,102,16275,37.34451612903226,1523,399.06894287590285,sorted-7246
6.704822922447312,706584,472,499,141,16089,43.91721051650196,1589,444.67212083071115,sorted-5337
7.794652462212725,279864,276,338,122,9476,29.533980582524272,1191,234.9823677581864,sorted-4029
7.804124560654163,498000,332,500,101,14650,33.99317406143345,1406,354.1963015647226,sorted-8607
6.867276640868515,561375,375,499,135,14532,38.630264244426094,1340,418.9365671641791,sorted-1623
7.374595208789186,640716,428,499,138,15798,40.556779339156854,1543,415.24044069993516,sorted-3034
7.783130479728249,604788,499,404,140,15431,39.19305294536971,1509,400.7872763419483,sorted-4968
7.48785331557803,561375,375,499,127,15687,35.78600114744693,1462,383.9774281805746,sorted-9294
7.464353474497074,375000,250,500,131,12108,30.971258671952427,1266,296.2085308056872,sorted-3975
7.495599489332343,229680,240,319,132,7321,31.372763283704412,1146,200.41884816753927,sorted-9280
7.2441668071388365,561375,375,499,123,14834,37.8438047728192,1371,409.4638949671772,sorted-360
7.284663436293134,495114,358,461,106,13863,35.71478035057347,1341,369.21252796420583,sorted-3785
7.684498429803799,229440,239,320,88,7504,30.575692963752665,1144,200.55944055944056,sorted-6825
7.727925776746836,606150,450,449,121,16949,35.76317186854682,1512,400.89285714285717,sorted-3791
7.868591922979923,561000,374,500,101,15961,35.14817367332874,1462,383.72093023255815,sorted-4798
6.893825600107787,561000,374,500,52,14807,37.88748564867968,1466,382.6739427012278,sorted-374
7.505085834395547,62250,125,166,109,3132,19.875478927203066,970,64.17525773195877,sorted-5519
7.036569771765072,561375,375,499,87,15149,37.05690144563997,1462,383.9774281805746,sorted-4607
7.797478512179606,293022,223,438,135,9786,29.9429797670141,1213,241.56801319043694,sorted-10057
7.900719227426501,355320,280,423,135,11103,32.0021615779519,1273,279.12018853102904,sorted-8983
7.4794456196860635,498000,332,500,112,14904,33.41384863123994,1409,353.44215755855214,sorted-8997
7.738689161319251,366450,349,350,135,10746,34.10106085985483,1275,287.4117647058824,sorted-10043
6.582693643441481,522453,349,499,47,13681,38.188217235582194,1413,369.7473460721868,sorted-8029
7.306711595207234,640716,428,499,140,17439,36.740409427146055,1546,414.4346701164295,sorted-5525
7.650594894883683,203841,213,319,131,7191,28.34668335419274,1121,181.8385370205174,sorted-7332
7.498029980029345,303510,335,302,129,8766,34.62354551676933,1152,263.4635416666667,sorted-6992
7.469318007172621,72369,129,187,84,3520,20.559375,989,73.17391304347827,sorted-3632
6.473158220681707,675414,478,471,100,14630,46.16637047163363,1574,429.10673443456164,sorted-3626
7.532911259802569,561375,375,499,84,15779,35.577349641929146,1468,382.40803814713894,sorted-6986
7.5676341525032464,561000,374,500,96,15301,36.664270309130124,1463,383.45864661654133,sorted-7326
7.822527007554589,561375,499,375,151,14090,39.84208658623137,1479,379.56389452332655,sorted-10719
7.440404200779094,319260,313,340,117,9640,33.11825726141079,1206,264.72636815920396,sorted-1964
7.399414933327464,144171,193,249,109,5315,27.125305738476012,1010,142.74356435643566,sorted-10094
7.689370463981992,559878,374,499,99,15826,35.37710097308227,1467,381.6482617586912,sorted-6979
7.745935085387794,501495,335,499,121,14030,35.74447612259444,1419,353.4143763213531,sorted-4808
7.76557144161502,488250,465,350,126,13257,36.8295994568907,1397,349.49892627057983,sorted-3197
7.649775257007917,667662,446,499,124,17927,37.243375913426675,1559,428.2629890955741,sorted-5280
7.894964685334991,634500,423,500,114,16301,38.92399239310472,1537,412.8171763175016,sorted-6789
7.549144813964862,229680,240,319,164,7470,30.746987951807228,1149,199.89556135770235,sorted-566
7.55826775088645,161460,299,180,121,5275,30.608530805687202,1044,154.6551724137931,sorted-10902
7.6775808730185195,568860,499,380,91,14993,37.94170612952711,1477,385.14556533513877,sorted-8559
7.381800585380645,640500,427,500,77,17197,37.24486829098098,1508,424.7347480106101,sorted-6574
7.664137923887645,208128,271,256,122,6556,31.746186699206834,1130,184.1840707964602,sorted-4405
7.811650132525659,179352,212,282,101,6742,26.60219519430436,1105,162.30950226244343,sorted-6212
7.461534449541496,583500,500,389,182,14758,39.537877761214254,1487,392.4008069939475,sorted-1569
7.0181618317573475,561000,374,500,103,15506,36.17954340255385,1473,380.85539714867616,sorted-11639
7.3273008178825,422400,352,400,159,11672,36.18917066483893,1321,319.7577592732778,sorted-10241
7.405375038074144,561000,374,500,153,16171,34.691732113041866,1467,382.41308793456034,sorted-943
7.596164925367943,460500,307,500,97,14018,32.850620630617776,1369,336.37691745799856,sorted-5041
7.359636862069761,383400,284,450,96,10763,35.622038465111956,1099,348.8626023657871,sorted-7656
7.627200013487085,199680,256,260,89,6311,31.639993661860245,1112,179.568345323741,sorted-1541
7.813015798170984,234000,260,300,130,7951,29.43026034461074,1150,203.47826086956522,sorted-4439
7.753656178059142,561375,499,375,123,14750,38.059322033898304,1466,382.9297407912688,sorted-5727
7.461959432762809,627243,419,499,123,17460,35.924570446735395,1537,408.0956408588159,sorted-9109
7.715857247604068,252702,278,303,105,8164,30.953209211170993,1173,215.43222506393863,sorted-7642
7.558952371309733,561375,375,499,159,16062,34.95050429585357,1470,381.88775510204084,sorted-3424
7.5257926304891845,561000,374,500,88,15753,35.61226433060369,1467,382.41308793456034,sorted-10296
7.171932943804844,24651,83,99,170,1779,13.856661045531197,879,28.044368600682596,sorted-12481
7.5120362624993975,561375,375,499,173,15291,36.712772218952324,1471,381.6281441196465,sorted-5914
7.669035344002771,555174,414,447,92,15118,36.72271464479429,1455,381.56288659793813,sorted-980
7.419325165537136,449280,416,360,82,12516,35.896452540747845,1356,331.3274336283186,sorted-770
7.732419804582487,555387,371,499,89,15982,34.75078212989613,1460,380.40205479452055,sorted-5082
7.7364033154914065,561375,375,499,154,15637,35.90042847093432,1470,381.88775510204084,sorted-3381
7.836778158625267,432000,360,400,124,11876,36.37588413607275,1344,321.42857142857144,sorted-5096
7.052242496200777,559878,374,499,93,14995,37.337645881960654,1456,384.5315934065934,sorted-9874
7.487236437030583,378000,360,350,88,10488,36.04118993135011,1297,291.44178874325365,sorted-9875
7.553743594368043,622500,500,415,123,15384,40.46411856474259,1528,407.3952879581152,sorted-5097
7.42434009848166,109926,186,197,83,4441,24.752533213240262,1047,104.99140401146131,sorted-2934
7.550423137681124,401865,367,365,135,11585,34.688390159689256,1291,311.281951975213,sorted-1583
7.778537692039365,543816,498,364,128,14519,37.455472139954544,1453,374.2711631108052,sorted-10283
7.107445070202943,561000,374,500,64,15306,36.65229321834575,1459,384.50993831391366,sorted-9691
7.546725953439337,561375,375,499,128,15808,35.512082489878544,1468,382.40803814713894,sorted-995
7.837007702883339,544908,364,499,107,15728,34.64572736520854,1449,376.05797101449275,sorted-2908
7.638183653096938,359100,300,399,104,11038,32.533067584707375,1269,282.97872340425533,sorted-8216
7.410240290612114,558000,372,500,126,15338,36.38023210327292,1435,388.8501742160279,sorted-5732
7.816602723296225,532500,500,355,125,14292,37.25860621326616,1439,370.0486448922863,sorted-3425
7.461490217349293,561375,375,499,84,14637,38.35314613650338,1343,418.00074460163813,sorted-7643
7.656257890801638,174096,234,248,92,6146,28.326716563618614,1090,159.7211009174312,sorted-7657
7.460238518697693,538920,499,360,181,13671,39.42067149440421,1447,372.43953006219766,sorted-5040
6.0754760191397175,561375,375,499,202,13067,42.96127649804852,1422,394.77848101265823,sorted-3357
7.219779990339541,561000,374,500,94,15337,36.578209558583815,1467,382.41308793456034,sorted-12319
7.5799786014962365,559878,374,499,118,15911,35.188108855508766,1450,386.12275862068964,sorted-11638
7.4169449506629785,642000,500,428,146,16520,38.86198547215496,1523,421.5364412344058,sorted-1568
7.431070014393865,124074,183,226,88,4715,26.31474019088017,921,134.71661237785017,sorted-9652
7.760233569518835,564000,500,376,126,15047,37.48255466205888,1468,384.1961852861035,sorted-3419
7.611342687513877,598800,400,499,98,16511,36.26673127006238,1499,399.4663108739159,sorted-4362
7.487142890591932,229680,240,319,113,7387,31.092459726546636,1149,199.89556135770235,sorted-9646
7.667221977278146,393813,329,399,105,11345,34.712472454825914,1253,314.2960893854749,sorted-12325
5.317235438088336,561000,374,500,42,11175,50.20134228187919,1413,397.0276008492569,sorted-10532
7.8621119921275024,100740,230,146,141,3971,25.36892470410476,1021,98.66797257590598,sorted-8969
7.47693716718807,325710,330,329,118,10024,32.49301675977654,1244,261.8247588424437,sorted-1795
7.189714476486599,561000,374,500,120,15521,36.144578313253014,1348,416.17210682492583,sorted-2288
7.537370850396352,742512,499,496,125,19037,39.00362452067027,1602,463.4906367041198,sorted-1959
7.731079600655058,476046,499,318,134,12141,39.209785025945145,1393,341.74156496769564,sorted-6788
7.029112377085838,103800,200,173,93,3711,27.970897332255458,965,107.56476683937824,sorted-5281
7.283420964150483,561375,499,375,75,13345,42.066316972648934,1470,381.88775510204084,sorted-3800
7.601900461400262,727542,499,486,166,19277,37.741453545676194,1620,449.1,sorted-1965
7.594275568979162,670500,447,500,109,18470,36.302111532214404,1567,427.8876834716018,sorted-8941
7.824462847410662,274314,262,349,109,8817,31.1119428376999,1199,228.78565471226023,sorted-8772
7.517605375400392,559878,374,499,125,16084,34.809624471524494,1467,381.6482617586912,sorted-2539
7.381148588913638,229680,240,319,111,7572,30.332805071315374,1150,199.72173913043477,sorted-3141
6.44148046692688,748500,500,499,146,16222,46.14104302798668,1535,487.6221498371336,sorted-6039
7.256136268956589,561000,374,500,82,15227,36.84245090956853,1415,396.46643109540634,sorted-1742
7.576754854993323,561375,375,499,107,15010,37.400066622251835,1417,396.1714890613973,sorted-11412
7.4460462963298,150720,314,160,106,4875,30.916923076923077,1067,141.25585754451734,sorted-11374
7.513063983465096,589500,393,500,93,16804,35.08093311116401,1493,394.84259879437377,sorted-1024
7.506098728574094,561000,374,500,140,15711,35.70746610654955,1474,380.5970149253731,sorted-4174
7.345407948219197,78246,161,162,142,3401,23.006762716847987,1002,78.08982035928143,sorted-6763
7.761105811085422,552024,408,451,99,15659,35.252825850948334,1456,379.1373626373626,sorted-8028
7.652049278056209,721500,481,500,126,18660,38.665594855305464,1621,445.09561998766196,sorted-4606
7.63304026233965,561000,374,500,155,15648,35.85122699386503,1469,381.89244383934647,sorted-5518
7.8738902921854175,709578,474,499,106,18651,38.04503779958179,1608,441.27985074626866,sorted-7469
7.0374510941380715,561375,375,499,93,15218,36.88888158759364,1470,381.88775510204084,sorted-6777
7.357024352662411,532932,356,499,135,15243,34.9624089746113,1429,372.9405178446466,sorted-4160
7.688195520703829,530718,449,394,115,14401,36.85285744045552,1445,367.278892733564,sorted-413
7.430005546996587,640716,428,499,147,17151,37.35735525625328,1465,437.34880546075084,sorted-1839
7.388319013211112,561375,375,499,162,16294,34.45286608567571,1470,381.88775510204084,sorted-4941
7.884027641355088,341712,336,339,145,9949,34.34636646899186,1261,270.98493259318,sorted-361
7.501676475181928,465567,311,499,131,13399,34.74639898499888,1361,342.07714915503306,sorted-407
7.734508881617001,341964,354,322,92,10495,32.58351595998094,1253,272.91620111731845,sorted-3974
7.6402711911303784,561000,374,500,110,15334,36.58536585365854,1466,382.6739427012278,sorted-1805
7.196308132081494,421500,281,500,99,13003,32.41559640083058,1332,316.44144144144144,sorted-12090
7.807512874175655,498510,435,382,132,13521,36.8693143998225,1410,353.5531914893617,sorted-3960
7.558347045029665,431460,423,340,130,12034,35.853415323250786,1346,320.54977711738485,sorted-1144
7.292066960540717,733500,500,489,73,18824,38.966213344666386,1628,450.55282555282554,sorted-11214
7.670832561050653,561000,374,500,146,16172,34.6895869403908,1471,381.3732154996601,sorted-3035
7.855885669435228,364266,413,294,102,9735,37.41818181818182,1277,285.2513703993735,sorted-1622
7.4933808588878135,214560,240,298,122,7391,29.029901231227168,1131,189.70822281167108,sorted-6159
7.815842951448911,561375,375,499,96,15952,35.19151203610833,1466,382.9297407912688,sorted-3021
6.704111768082726,499500,333,500,176,13213,37.80367819571634,1402,356.27674750356636,sorted-11200
7.850522583001369,201600,224,300,109,7079,28.478598672128832,1123,179.51914514692788,sorted-7521
7.631235317464362,340800,284,400,137,10813,31.51761768241931,1255,271.55378486055776,sorted-10136
7.531273811599371,123942,182,227,123,4902,25.283965728274175,1047,118.378223495702,sorted-1178
7.7297431201481634,561000,374,500,117,16155,34.72609099350046,1465,382.93515358361776,sorted-6171
7.689399523526337,598800,499,400,95,15795,37.91073124406458,1499,399.4663108739159,sorted-3009
7.2530796322313,473052,316,499,128,14209,33.29242029699486,1341,352.76062639821026,sorted-2303
7.616810851474163,313950,299,350,111,9949,31.555935269876368,1223,256.70482420278006,sorted-9256
7.705839435198699,666324,446,498,108,17776,37.48447344734473,1571,424.1400381922343,sorted-4014
7.513708025585455,561375,375,499,85,15683,35.79512848307084,1437,390.65762004175366,sorted-7092
7.604805416747654,498501,333,499,147,14940,33.366867469879516,1411,353.29624379872433,sorted-89
7.826210002237944,561375,375,499,117,16027,35.02682972483933,1471,381.6281441196465,sorted-3586
7.80055086275375,561375,375,499,113,15450,36.33495145631068,1472,381.3688858695652,sorted-1391
7.65393447142586,392235,395,331,173,10957,35.79766359404947,1306,300.333078101072,sorted-6398
7.607982453557877,561375,375,499,123,16005,35.07497656982193,1467,382.6687116564417,sorted-12286
7.780032939872704,146520,185,264,106,5586,26.22986036519871,1068,137.19101123595505,sorted-5861
7.388965799500885,561375,375,499,84,15466,36.29736195525669,1464,383.452868852459,sorted-639
7.331202765011779,217074,242,299,78,7284,29.80148270181219,1019,213.02649656526006,sorted-5875
7.460589013211116,398352,344,386,105,11666,34.146408366192354,1295,307.60772200772203,sorted-1420
7.63295862914871,287985,365,263,108,8448,34.08913352272727,1201,239.78767693588676,sorted-4558
7.6855266867453045,36720,85,144,133,2226,16.495956873315365,872,42.11009174311926,sorted-5646
7.737745484778505,89550,150,199,103,3989,22.449235397342694,1014,88.31360946745562,sorted-3551
7.249457673707274,358800,260,460,97,11049,32.47352701601955,1136,315.84507042253523,sorted-1346
7.826229781093911,658146,458,479,113,17516,37.573989495318564,1557,422.7013487475915,sorted-1352
7.771144620407758,561000,374,500,127,15455,36.29893238434164,1469,381.89244383934647,sorted-2883
7.576678762750928,274050,261,350,93,9038,30.321973888028324,1169,234.4311377245509,sorted-9068
7.400483939139413,109251,183,199,124,4256,25.669877819548873,1049,104.14775977121067,sorted-4564
7.624915643615149,561000,374,500,136,15191,36.92976104272267,1473,380.85539714867616,sorted-6373
7.63596701884175,180630,270,223,115,5995,30.130108423686405,1096,164.80839416058393,sorted-8438
7.4259926532122265,559878,374,499,143,15537,36.03514191928944,1470,380.869387755102,sorted-9726
7.466961286925165,378000,375,336,108,10532,35.89061906570452,1294,292.1174652241113,sorted-5108
7.605715622528223,135801,237,191,118,4836,28.081265508684865,1062,127.87288135593221,sorted-4216
7.679154722757287,561375,375,499,131,16671,33.67374482634515,1465,383.19112627986345,sorted-6367
7.518483008039053,507000,338,500,149,14989,33.82480485689506,1415,358.30388692579504,sorted-7079
7.038069136283192,598500,399,500,60,16245,36.8421052631579,1499,399.2661774516344,sorted-10446
7.5944473459078425,423660,307,460,142,12855,32.95682613768962,1330,318.54135338345867,sorted-2671
7.885538435460811,595500,500,397,140,15410,38.64373783257625,1507,395.1559389515594,sorted-9724
7.754300765284198,445839,353,421,132,13002,34.29003230272266,1360,327.82279411764705,sorted-12247
7.581424943514484,544500,363,500,99,15924,34.19366993217785,1451,375.25844245348037,sorted-11996
6.663799461741297,229440,239,320,175,6718,34.15302173265853,1147,200.0348735832607,sorted-4566
7.137908243990759,559500,373,500,108,15273,36.633274405814184,1455,384.5360824742268,sorted-4572
6.7446033071864315,453591,499,303,136,10825,41.90217090069284,1182,383.74873096446703,sorted-9056
7.801592084882598,561000,374,500,106,16276,34.46792823789629,1459,384.50993831391366,sorted-4214
7.551696633845334,209814,242,289,88,7519,27.904508578268388,1122,187.0,sorted-1344
7.177496156735491,541440,480,376,116,13740,39.4061135371179,1455,372.12371134020617,sorted-2895
7.067508580790635,564000,376,500,132,14914,37.81681641410755,1383,407.8091106290672,sorted-5644
7.61671492658741,678000,452,500,131,18673,36.30910940930756,1586,427.4905422446406,sorted-7053
7.910902493620885,123225,265,155,115,4451,27.6847899348461,1047,117.69340974212034,sorted-1436
